method,risk_budget,seed,rows,success,ci95_success,credit_f1,ci95_credit_f1,delayed_blame_f1,ci95_delayed_blame_f1,false_credit,ci95_false_credit,missed_credit,ci95_missed_credit,irreversible_side_effect,ci95_irreversible_side_effect,wasted_action_rate,ci95_wasted_action_rate,early_correction,ci95_early_correction,correction_latency,ci95_correction_latency,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility,covered,ci95_covered
diffusion_policy_credit_probe,0.18000,9,576,0.00000,0.00000,0.03299,0.01460,0.03819,0.01567,0.00000,0.00000,0.04852,0.01452,0.00000,0.00000,0.00000,0.00000,0.09028,0.02342,0.09346,0.02430,0.00781,0.00207,0.02652,0.00691,-0.03740,0.01019,0.09028,0.02342
diffusion_policy_credit_probe,0.24000,0,576,0.00000,0.00000,0.04340,0.01666,0.03299,0.01460,0.00000,0.00000,0.06250,0.01691,0.00000,0.00000,0.00000,0.00000,0.10764,0.02533,0.11219,0.02649,0.00961,0.00231,0.03199,0.00755,-0.04669,0.01155,0.10764,0.02533
diffusion_policy_credit_probe,0.24000,1,576,0.00000,0.00000,0.04514,0.01697,0.03646,0.01532,0.00000,0.00000,0.05286,0.01451,0.00000,0.00000,0.00000,0.00000,0.10590,0.02515,0.10957,0.02612,0.00900,0.00219,0.03104,0.00740,-0.04215,0.01049,0.10590,0.02515
diffusion_policy_credit_probe,0.24000,2,576,0.00000,0.00000,0.03472,0.01496,0.02431,0.01259,0.00000,0.00000,0.04905,0.01481,0.00000,0.00000,0.00000,0.00000,0.08854,0.02322,0.09154,0.02406,0.00776,0.00209,0.02631,0.00692,-0.03728,0.01027,0.08854,0.02322
diffusion_policy_credit_probe,0.24000,3,576,0.00000,0.00000,0.05035,0.01787,0.04861,0.01758,0.00000,0.00000,0.06797,0.01714,0.00000,0.00000,0.00000,0.00000,0.12326,0.02687,0.12576,0.02748,0.01053,0.00234,0.03614,0.00790,-0.05148,0.01182,0.12326,0.02687
diffusion_policy_credit_probe,0.24000,4,576,0.00000,0.00000,0.02778,0.01343,0.03472,0.01496,0.00000,0.00000,0.04688,0.01389,0.00000,0.00000,0.00000,0.00000,0.09201,0.02363,0.09399,0.02419,0.00743,0.00196,0.02639,0.00680,-0.03679,0.00989,0.09201,0.02363
diffusion_policy_credit_probe,0.24000,5,576,0.00000,0.00000,0.03646,0.01532,0.04514,0.01697,0.00000,0.00000,0.05616,0.01568,0.00000,0.00000,0.00000,0.00000,0.10243,0.02478,0.10653,0.02588,0.00864,0.00214,0.02949,0.00717,-0.04296,0.01091,0.10243,0.02478
diffusion_policy_credit_probe,0.24000,6,576,0.00000,0.00000,0.04688,0.01728,0.03993,0.01600,0.00000,0.00000,0.05981,0.01586,0.00000,0.00000,0.00000,0.00000,0.11285,0.02586,0.11773,0.02707,0.00988,0.00231,0.03345,0.00769,-0.04655,0.01118,0.11285,0.02586
diffusion_policy_credit_probe,0.24000,7,576,0.00000,0.00000,0.04861,0.01758,0.03819,0.01567,0.00000,0.00000,0.05634,0.01520,0.00000,0.00000,0.00000,0.00000,0.10938,0.02551,0.11177,0.02613,0.00915,0.00220,0.03186,0.00747,-0.04403,0.01076,0.10938,0.02551
diffusion_policy_credit_probe,0.24000,8,576,0.00000,0.00000,0.03472,0.01496,0.02951,0.01383,0.00000,0.00000,0.05790,0.01601,0.00000,0.00000,0.00000,0.00000,0.10417,0.02497,0.10845,0.02608,0.00954,0.00234,0.03155,0.00759,-0.04410,0.01111,0.10417,0.02497
diffusion_policy_credit_probe,0.24000,9,576,0.00000,0.00000,0.05556,0.01872,0.04861,0.01758,0.00000,0.00000,0.06458,0.01632,0.00000,0.00000,0.00000,0.00000,0.12326,0.02687,0.12876,0.02815,0.01086,0.00242,0.03690,0.00807,-0.05057,0.01156,0.12326,0.02687
diffusion_policy_credit_probe,0.30000,0,576,0.09549,0.02402,0.11632,0.02621,0.09549,0.02402,0.01910,0.01119,0.08932,0.02173,0.01042,0.00830,0.01389,0.00957,0.13889,0.02827,0.19027,0.02837,0.01689,0.00254,0.06710,0.00972,-0.00695,0.02453,0.24306,0.03506
diffusion_policy_credit_probe,0.30000,1,576,0.09722,0.02422,0.10590,0.02515,0.09201,0.02363,0.00694,0.00679,0.09826,0.02229,0.00694,0.00679,0.01910,0.01119,0.14931,0.02913,0.20856,0.03003,0.01852,0.00269,0.07158,0.01000,-0.00582,0.02327,0.25694,0.03572
diffusion_policy_credit_probe,0.30000,2,576,0.08854,0.02322,0.11458,0.02603,0.10243,0.02478,0.00868,0.00758,0.07674,0.01972,0.01215,0.00896,0.01389,0.00957,0.13021,0.02751,0.18581,0.02839,0.01643,0.00252,0.06517,0.00968,-0.00463,0.02388,0.23438,0.03462
diffusion_policy_credit_probe,0.30000,3,576,0.11632,0.02621,0.10069,0.02460,0.09722,0.02422,0.01910,0.01119,0.08411,0.02106,0.00868,0.00758,0.00868,0.00758,0.13368,0.02782,0.19075,0.02853,0.01713,0.00258,0.06692,0.00970,0.02111,0.02350,0.24306,0.03506
diffusion_policy_credit_probe,0.30000,4,576,0.11111,0.02569,0.09549,0.02402,0.09028,0.02342,0.00868,0.00758,0.10009,0.02233,0.00694,0.00679,0.01910,0.01119,0.15972,0.02994,0.20650,0.03022,0.01802,0.00265,0.07018,0.00994,0.00692,0.02401,0.25174,0.03547
diffusion_policy_credit_probe,0.30000,5,576,0.09549,0.02402,0.10764,0.02533,0.08333,0.02259,0.00521,0.00588,0.09427,0.02168,0.00347,0.00481,0.01736,0.01068,0.15451,0.02954,0.19702,0.02959,0.01757,0.00265,0.06781,0.00988,0.00202,0.02341,0.24132,0.03497
diffusion_policy_credit_probe,0.30000,6,576,0.09375,0.02382,0.11458,0.02603,0.08681,0.02301,0.02257,0.01214,0.08368,0.02068,0.00521,0.00588,0.01910,0.01119,0.14236,0.02856,0.20185,0.02964,0.01753,0.00259,0.06973,0.00992,-0.00750,0.02472,0.25000,0.03539
diffusion_policy_credit_probe,0.30000,7,576,0.10417,0.02497,0.10069,0.02460,0.09028,0.02342,0.02083,0.01167,0.09236,0.02181,0.00694,0.00679,0.01215,0.00896,0.13194,0.02766,0.19848,0.02941,0.01768,0.00263,0.06809,0.00978,0.00309,0.02628,0.24653,0.03523
diffusion_policy_credit_probe,0.30000,8,576,0.08854,0.02322,0.11806,0.02637,0.09722,0.02422,0.01215,0.00896,0.09896,0.02214,0.00694,0.00679,0.01910,0.01119,0.17014,0.03071,0.21706,0.03074,0.01911,0.00272,0.07389,0.01015,-0.01881,0.02470,0.26389,0.03603
diffusion_policy_credit_probe,0.30000,9,576,0.09722,0.02422,0.11111,0.02569,0.10417,0.02497,0.00868,0.00758,0.08802,0.02063,0.00521,0.00588,0.02951,0.01383,0.18924,0.03202,0.22018,0.03057,0.01956,0.00274,0.07538,0.01017,-0.00907,0.02347,0.27083,0.03632
diffusion_policy_credit_probe,0.36000,0,576,0.37674,0.03961,0.26562,0.03610,0.24132,0.03497,0.05382,0.01845,0.16649,0.02984,0.03299,0.01460,0.09549,0.02402,0.24653,0.03523,0.47170,0.02889,0.05028,0.00315,0.18723,0.01126,0.09555,0.04249,0.65278,0.03891
diffusion_policy_credit_probe,0.36000,1,576,0.40625,0.04014,0.28472,0.03689,0.23438,0.03462,0.06250,0.01979,0.23307,0.03398,0.04340,0.01666,0.09549,0.02402,0.26389,0.03603,0.48581,0.02887,0.05168,0.00314,0.19222,0.01117,0.07886,0.04237,0.66840,0.03848
diffusion_policy_credit_probe,0.36000,2,576,0.39583,0.03997,0.28819,0.03702,0.23958,0.03489,0.06250,0.01979,0.19323,0.03153,0.03993,0.01600,0.06771,0.02054,0.28299,0.03682,0.49105,0.02866,0.05257,0.00314,0.19428,0.01106,0.10517,0.04339,0.67708,0.03822
diffusion_policy_credit_probe,0.36000,3,576,0.39062,0.03988,0.29167,0.03715,0.25000,0.03539,0.04861,0.01758,0.16198,0.02932,0.02604,0.01302,0.07465,0.02148,0.24479,0.03514,0.47668,0.02895,0.05060,0.00314,0.18903,0.01124,0.13349,0.04120,0.65799,0.03878
diffusion_policy_credit_probe,0.36000,4,576,0.38715,0.03981,0.28472,0.03689,0.22917,0.03435,0.07465,0.02148,0.20304,0.03219,0.03646,0.01532,0.08160,0.02238,0.25347,0.03556,0.46971,0.02920,0.04987,0.00316,0.18614,0.01132,0.08585,0.04338,0.64757,0.03905
diffusion_policy_credit_probe,0.36000,5,576,0.39236,0.03991,0.26042,0.03587,0.23264,0.03454,0.07465,0.02148,0.19766,0.03210,0.04340,0.01666,0.08854,0.02322,0.26042,0.03587,0.46911,0.02893,0.04987,0.00315,0.18658,0.01132,0.08144,0.04084,0.64931,0.03900
diffusion_policy_credit_probe,0.36000,6,576,0.39410,0.03994,0.28646,0.03695,0.23611,0.03471,0.06424,0.02004,0.15964,0.02918,0.04514,0.01697,0.08507,0.02280,0.24306,0.03506,0.47328,0.02878,0.05054,0.00314,0.18789,0.01121,0.10355,0.04433,0.65625,0.03882
diffusion_policy_credit_probe,0.36000,7,576,0.38368,0.03975,0.27083,0.03632,0.26042,0.03587,0.06597,0.02029,0.21441,0.03315,0.03472,0.01496,0.07812,0.02194,0.22049,0.03389,0.46885,0.02867,0.04991,0.00311,0.18663,0.01122,0.08588,0.04165,0.65278,0.03891
diffusion_policy_credit_probe,0.36000,8,576,0.38715,0.03981,0.25694,0.03572,0.28125,0.03675,0.06597,0.02029,0.19306,0.03177,0.04340,0.01666,0.07465,0.02148,0.24132,0.03497,0.47993,0.02861,0.05128,0.00312,0.19095,0.01118,0.08884,0.04208,0.66493,0.03858
diffusion_policy_credit_probe,0.36000,9,576,0.39757,0.04000,0.30035,0.03747,0.22396,0.03408,0.06424,0.02004,0.19913,0.03174,0.03299,0.01460,0.06250,0.01979,0.27257,0.03640,0.50018,0.02921,0.05297,0.00315,0.19525,0.01104,0.11291,0.04186,0.68056,0.03811
inverse_dynamics_saliency,0.18000,0,576,0.00000,0.00000,0.00868,0.00758,0.00174,0.00340,0.00000,0.00000,0.01311,0.00722,0.00000,0.00000,0.00000,0.00000,0.02778,0.01343,0.03231,0.01564,0.00344,0.00168,0.01177,0.00571,-0.01120,0.00561,0.02778,0.01343
inverse_dynamics_saliency,0.18000,1,576,0.00000,0.00000,0.00521,0.00588,0.00347,0.00481,0.00000,0.00000,0.01771,0.00920,0.00000,0.00000,0.00000,0.00000,0.03125,0.01422,0.03709,0.01692,0.00407,0.00186,0.01396,0.00636,-0.01398,0.00663,0.03125,0.01422
inverse_dynamics_saliency,0.18000,2,576,0.00000,0.00000,0.00868,0.00758,0.00521,0.00588,0.00000,0.00000,0.01302,0.00771,0.00000,0.00000,0.00000,0.00000,0.02431,0.01259,0.02931,0.01522,0.00298,0.00156,0.01048,0.00545,-0.01062,0.00572,0.02431,0.01259
inverse_dynamics_saliency,0.18000,3,576,0.00000,0.00000,0.00694,0.00679,0.00174,0.00340,0.00000,0.00000,0.01120,0.00745,0.00000,0.00000,0.00000,0.00000,0.01910,0.01119,0.02287,0.01343,0.00246,0.00146,0.00850,0.00499,-0.00873,0.00532,0.01910,0.01119
inverse_dynamics_saliency,0.18000,4,576,0.00000,0.00000,0.00868,0.00758,0.01562,0.01014,0.00000,0.00000,0.02865,0.01263,0.00000,0.00000,0.00000,0.00000,0.03993,0.01600,0.04867,0.01955,0.00501,0.00204,0.01725,0.00694,-0.02058,0.00853,0.03993,0.01600
inverse_dynamics_saliency,0.18000,5,576,0.00000,0.00000,0.00347,0.00481,0.00868,0.00758,0.00000,0.00000,0.00764,0.00633,0.00000,0.00000,0.00000,0.00000,0.01215,0.00896,0.01434,0.01057,0.00148,0.00110,0.00515,0.00381,-0.00573,0.00438,0.01215,0.00896
inverse_dynamics_saliency,0.18000,6,576,0.00000,0.00000,0.01042,0.00830,0.00347,0.00481,0.00000,0.00000,0.02465,0.01136,0.00000,0.00000,0.00000,0.00000,0.03819,0.01567,0.04464,0.01834,0.00452,0.00187,0.01628,0.00670,-0.01820,0.00778,0.03819,0.01567
inverse_dynamics_saliency,0.18000,7,576,0.00000,0.00000,0.00694,0.00679,0.00521,0.00588,0.00000,0.00000,0.01302,0.00771,0.00000,0.00000,0.00000,0.00000,0.02431,0.01259,0.02876,0.01491,0.00278,0.00145,0.01015,0.00527,-0.01051,0.00566,0.02431,0.01259
inverse_dynamics_saliency,0.18000,8,576,0.00000,0.00000,0.00521,0.00588,0.00521,0.00588,0.00000,0.00000,0.01181,0.00754,0.00000,0.00000,0.00000,0.00000,0.02083,0.01167,0.02425,0.01360,0.00252,0.00142,0.00873,0.00491,-0.00923,0.00538,0.02083,0.01167
inverse_dynamics_saliency,0.18000,9,576,0.00000,0.00000,0.00694,0.00679,0.00521,0.00588,0.00000,0.00000,0.01936,0.01015,0.00000,0.00000,0.00000,0.00000,0.02951,0.01383,0.03544,0.01665,0.00373,0.00177,0.01297,0.00610,-0.01436,0.00702,0.02951,0.01383
inverse_dynamics_saliency,0.24000,0,576,0.00000,0.00000,0.00347,0.00481,0.00347,0.00481,0.00000,0.00000,0.00885,0.00654,0.00000,0.00000,0.00000,0.00000,0.01562,0.01014,0.01845,0.01199,0.00181,0.00118,0.00671,0.00438,-0.00696,0.00471,0.01562,0.01014
inverse_dynamics_saliency,0.24000,1,576,0.00000,0.00000,0.00868,0.00758,0.00868,0.00758,0.00000,0.00000,0.01823,0.00965,0.00000,0.00000,0.00000,0.00000,0.02951,0.01383,0.03439,0.01614,0.00365,0.00172,0.01270,0.00597,-0.01372,0.00671,0.02951,0.01383
inverse_dynamics_saliency,0.24000,2,576,0.00000,0.00000,0.00694,0.00679,0.00521,0.00588,0.00000,0.00000,0.02231,0.01080,0.00000,0.00000,0.00000,0.00000,0.03472,0.01496,0.04119,0.01777,0.00440,0.00191,0.01528,0.00660,-0.01662,0.00746,0.03472,0.01496
inverse_dynamics_saliency,0.24000,3,576,0.00000,0.00000,0.00868,0.00758,0.00868,0.00758,0.00000,0.00000,0.01875,0.01009,0.00000,0.00000,0.00000,0.00000,0.02778,0.01343,0.03358,0.01628,0.00347,0.00169,0.01221,0.00592,-0.01378,0.00695,0.02778,0.01343
inverse_dynamics_saliency,0.24000,4,576,0.00000,0.00000,0.00347,0.00481,0.01215,0.00896,0.00000,0.00000,0.01997,0.01021,0.00000,0.00000,0.00000,0.00000,0.03125,0.01422,0.03692,0.01684,0.00384,0.00177,0.01329,0.00607,-0.01488,0.00706,0.03125,0.01422
inverse_dynamics_saliency,0.24000,5,576,0.00000,0.00000,0.00521,0.00588,0.00521,0.00588,0.00000,0.00000,0.01415,0.00833,0.00000,0.00000,0.00000,0.00000,0.02431,0.01259,0.02849,0.01480,0.00300,0.00157,0.01041,0.00542,-0.01096,0.00594,0.02431,0.01259
inverse_dynamics_saliency,0.24000,6,576,0.00000,0.00000,0.00694,0.00679,0.00868,0.00758,0.00000,0.00000,0.02109,0.01069,0.00000,0.00000,0.00000,0.00000,0.03125,0.01422,0.03802,0.01736,0.00405,0.00186,0.01359,0.00621,-0.01555,0.00734,0.03125,0.01422
inverse_dynamics_saliency,0.24000,7,576,0.00000,0.00000,0.00521,0.00588,0.00000,0.00000,0.00000,0.00000,0.01589,0.00898,0.00000,0.00000,0.00000,0.00000,0.02604,0.01302,0.03042,0.01523,0.00309,0.00157,0.01096,0.00549,-0.01202,0.00627,0.02604,0.01302
inverse_dynamics_saliency,0.24000,8,576,0.00000,0.00000,0.01736,0.01068,0.01042,0.00830,0.00000,0.00000,0.02821,0.01198,0.00000,0.00000,0.00000,0.00000,0.04514,0.01697,0.05363,0.02021,0.00571,0.00217,0.01958,0.00739,-0.02129,0.00835,0.04514,0.01697
inverse_dynamics_saliency,0.24000,9,576,0.00000,0.00000,0.00694,0.00679,0.00694,0.00679,0.00000,0.00000,0.01641,0.00945,0.00000,0.00000,0.00000,0.00000,0.02431,0.01259,0.02877,0.01495,0.00321,0.00168,0.01073,0.00558,-0.01197,0.00645,0.02431,0.01259
inverse_dynamics_saliency,0.30000,0,576,0.00000,0.00000,0.00521,0.00588,0.00174,0.00340,0.00000,0.00000,0.01658,0.00864,0.00000,0.00000,0.00000,0.00000,0.03125,0.01422,0.03684,0.01679,0.00384,0.00176,0.01323,0.00604,-0.01345,0.00637,0.03125,0.01422
inverse_dynamics_saliency,0.30000,1,576,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00816,0.00699,0.00000,0.00000,0.00000,0.00000,0.01042,0.00830,0.01202,0.00959,0.00134,0.00109,0.00453,0.00363,-0.00555,0.00455,0.01042,0.00830
inverse_dynamics_saliency,0.30000,2,576,0.00000,0.00000,0.00694,0.00679,0.01042,0.00830,0.00000,0.00000,0.01181,0.00754,0.00000,0.00000,0.00000,0.00000,0.02083,0.01167,0.02385,0.01338,0.00234,0.00133,0.00864,0.00486,-0.00915,0.00535,0.02083,0.01167
inverse_dynamics_saliency,0.30000,3,576,0.00000,0.00000,0.00868,0.00758,0.01215,0.00896,0.00000,0.00000,0.02170,0.01074,0.00000,0.00000,0.00000,0.00000,0.03299,0.01460,0.03877,0.01718,0.00423,0.00189,0.01441,0.00640,-0.01595,0.00735,0.03299,0.01460
inverse_dynamics_saliency,0.30000,4,576,0.00000,0.00000,0.00868,0.00758,0.00521,0.00588,0.00000,0.00000,0.02057,0.01028,0.00000,0.00000,0.00000,0.00000,0.03299,0.01460,0.03993,0.01770,0.00418,0.00187,0.01471,0.00652,-0.01566,0.00720,0.03299,0.01460
inverse_dynamics_saliency,0.30000,5,576,0.00000,0.00000,0.00174,0.00340,0.00174,0.00340,0.00000,0.00000,0.00599,0.00462,0.00000,0.00000,0.00000,0.00000,0.01389,0.00957,0.01691,0.01167,0.00173,0.00119,0.00634,0.00438,-0.00548,0.00388,0.01389,0.00957
inverse_dynamics_saliency,0.30000,6,576,0.00000,0.00000,0.01910,0.01119,0.01042,0.00830,0.00000,0.00000,0.02656,0.01119,0.00000,0.00000,0.00000,0.00000,0.04688,0.01728,0.05490,0.02027,0.00600,0.00224,0.02047,0.00756,-0.02084,0.00800,0.04688,0.01728
inverse_dynamics_saliency,0.30000,7,576,0.00000,0.00000,0.00694,0.00679,0.00521,0.00588,0.00000,0.00000,0.01111,0.00793,0.00000,0.00000,0.00000,0.00000,0.01562,0.01014,0.01869,0.01214,0.00205,0.00133,0.00685,0.00446,-0.00796,0.00534,0.01562,0.01014
inverse_dynamics_saliency,0.30000,8,576,0.00000,0.00000,0.00694,0.00679,0.00174,0.00340,0.00000,0.00000,0.01528,0.00891,0.00000,0.00000,0.00000,0.00000,0.02431,0.01259,0.02908,0.01509,0.00312,0.00163,0.01073,0.00557,-0.01154,0.00622,0.02431,0.01259
inverse_dynamics_saliency,0.30000,9,576,0.00000,0.00000,0.00521,0.00588,0.00347,0.00481,0.00000,0.00000,0.01589,0.00898,0.00000,0.00000,0.00000,0.00000,0.02604,0.01302,0.03064,0.01537,0.00319,0.00162,0.01105,0.00555,-0.01206,0.00628,0.02604,0.01302
inverse_dynamics_saliency,0.36000,0,576,0.00000,0.00000,0.00868,0.00758,0.00521,0.00588,0.00000,0.00000,0.02292,0.01086,0.00000,0.00000,0.00000,0.00000,0.03646,0.01532,0.04296,0.01808,0.00467,0.00197,0.01606,0.00676,-0.01720,0.00753,0.03646,0.01532
inverse_dynamics_saliency,0.36000,1,576,0.00000,0.00000,0.00868,0.00758,0.00521,0.00588,0.00000,0.00000,0.01181,0.00754,0.00000,0.00000,0.00000,0.00000,0.02083,0.01167,0.02497,0.01402,0.00255,0.00144,0.00897,0.00505,-0.00935,0.00546,0.02083,0.01167
inverse_dynamics_saliency,0.36000,2,576,0.00000,0.00000,0.00694,0.00679,0.00347,0.00481,0.00000,0.00000,0.01589,0.00898,0.00000,0.00000,0.00000,0.00000,0.02604,0.01302,0.03149,0.01578,0.00345,0.00174,0.01178,0.00590,-0.01222,0.00635,0.02604,0.01302
inverse_dynamics_saliency,0.36000,3,576,0.00000,0.00000,0.00868,0.00758,0.01736,0.01068,0.00000,0.00000,0.02977,0.01301,0.00000,0.00000,0.00000,0.00000,0.03993,0.01600,0.04911,0.01973,0.00507,0.00206,0.01740,0.00700,-0.02113,0.00872,0.03993,0.01600
inverse_dynamics_saliency,0.36000,4,576,0.00000,0.00000,0.00347,0.00481,0.00694,0.00679,0.00000,0.00000,0.00885,0.00654,0.00000,0.00000,0.00000,0.00000,0.01562,0.01014,0.01847,0.01200,0.00197,0.00129,0.00681,0.00443,-0.00697,0.00470,0.01562,0.01014
inverse_dynamics_saliency,0.36000,5,576,0.00000,0.00000,0.01042,0.00830,0.00521,0.00588,0.00000,0.00000,0.02465,0.01136,0.00000,0.00000,0.00000,0.00000,0.03819,0.01567,0.04460,0.01832,0.00449,0.00186,0.01623,0.00668,-0.01819,0.00778,0.03819,0.01567
inverse_dynamics_saliency,0.36000,6,576,0.00000,0.00000,0.00868,0.00758,0.00347,0.00481,0.00000,0.00000,0.01128,0.00694,0.00000,0.00000,0.00000,0.00000,0.02257,0.01214,0.02705,0.01458,0.00276,0.00150,0.00956,0.00517,-0.00949,0.00528,0.02257,0.01214
inverse_dynamics_saliency,0.36000,7,576,0.00000,0.00000,0.00521,0.00588,0.00868,0.00758,0.00000,0.00000,0.01649,0.00905,0.00000,0.00000,0.00000,0.00000,0.02778,0.01343,0.03311,0.01604,0.00343,0.00167,0.01188,0.00577,-0.01275,0.00642,0.02778,0.01343
inverse_dynamics_saliency,0.36000,8,576,0.00000,0.00000,0.00694,0.00679,0.00521,0.00588,0.00000,0.00000,0.01884,0.00972,0.00000,0.00000,0.00000,0.00000,0.03125,0.01422,0.03813,0.01739,0.00401,0.00184,0.01391,0.00635,-0.01461,0.00694,0.03125,0.01422
inverse_dynamics_saliency,0.36000,9,576,0.00000,0.00000,0.00521,0.00588,0.00347,0.00481,0.00000,0.00000,0.01406,0.00876,0.00000,0.00000,0.00000,0.00000,0.02083,0.01167,0.02409,0.01350,0.00228,0.00130,0.00850,0.00479,-0.01013,0.00591,0.02083,0.01167
object_state_change_attribution,0.18000,0,576,0.00000,0.00000,0.03993,0.01600,0.03993,0.01600,0.00000,0.00000,0.05625,0.01545,0.00000,0.00000,0.00000,0.00000,0.10590,0.02515,0.10914,0.02601,0.00831,0.00203,0.03199,0.00763,-0.04302,0.01077,0.10590,0.02515
object_state_change_attribution,0.18000,1,576,0.00000,0.00000,0.04688,0.01728,0.02951,0.01383,0.00000,0.00000,0.06311,0.01694,0.00000,0.00000,0.00000,0.00000,0.10938,0.02551,0.11434,0.02677,0.00903,0.00216,0.03295,0.00771,-0.04684,0.01152,0.10938,0.02551
object_state_change_attribution,0.18000,2,576,0.00000,0.00000,0.04167,0.01633,0.04688,0.01728,0.00000,0.00000,0.05729,0.01598,0.00000,0.00000,0.00000,0.00000,0.10243,0.02478,0.10548,0.02559,0.00778,0.00195,0.03080,0.00748,-0.04279,0.01089,0.10243,0.02478
object_state_change_attribution,0.18000,3,576,0.00000,0.00000,0.04514,0.01697,0.03993,0.01600,0.00000,0.00000,0.05677,0.01571,0.00000,0.00000,0.00000,0.00000,0.10417,0.02497,0.10749,0.02583,0.00770,0.00190,0.03134,0.00754,-0.04291,0.01083,0.10417,0.02497
object_state_change_attribution,0.18000,4,576,0.00000,0.00000,0.02951,0.01383,0.03299,0.01460,0.00000,0.00000,0.05998,0.01702,0.00000,0.00000,0.00000,0.00000,0.09722,0.02422,0.10102,0.02524,0.00804,0.00205,0.02982,0.00746,-0.04317,0.01130,0.09722,0.02422
object_state_change_attribution,0.18000,5,576,0.00000,0.00000,0.02257,0.01214,0.03125,0.01422,0.00000,0.00000,0.05017,0.01512,0.00000,0.00000,0.00000,0.00000,0.08854,0.02322,0.09310,0.02449,0.00743,0.00198,0.02694,0.00709,-0.03763,0.01038,0.08854,0.02322
object_state_change_attribution,0.18000,6,576,0.00000,0.00000,0.03646,0.01532,0.03472,0.01496,0.00000,0.00000,0.06441,0.01677,0.00000,0.00000,0.00000,0.00000,0.11632,0.02621,0.12083,0.02732,0.00926,0.00217,0.03544,0.00802,-0.04852,0.01148,0.11632,0.02621
object_state_change_attribution,0.18000,7,576,0.00000,0.00000,0.04167,0.01633,0.03646,0.01532,0.00000,0.00000,0.04679,0.01415,0.00000,0.00000,0.00000,0.00000,0.08854,0.02322,0.09248,0.02434,0.00713,0.00192,0.02662,0.00701,-0.03608,0.00995,0.08854,0.02322
object_state_change_attribution,0.18000,8,576,0.00000,0.00000,0.02951,0.01383,0.04167,0.01633,0.00000,0.00000,0.05069,0.01540,0.00000,0.00000,0.00000,0.00000,0.08681,0.02301,0.09061,0.02408,0.00729,0.00198,0.02632,0.00700,-0.03741,0.01042,0.08681,0.02301
object_state_change_attribution,0.18000,9,576,0.00000,0.00000,0.03819,0.01567,0.04167,0.01633,0.00000,0.00000,0.06328,0.01649,0.00000,0.00000,0.00000,0.00000,0.11632,0.02621,0.12134,0.02740,0.00888,0.00206,0.03492,0.00789,-0.04810,0.01141,0.11632,0.02621
object_state_change_attribution,0.24000,0,576,0.00000,0.00000,0.04340,0.01666,0.02778,0.01343,0.00000,0.00000,0.05807,0.01554,0.00000,0.00000,0.00000,0.00000,0.11111,0.02569,0.11384,0.02638,0.00868,0.00207,0.03397,0.00790,-0.04463,0.01083,0.11111,0.02569
object_state_change_attribution,0.24000,1,576,0.00000,0.00000,0.02951,0.01383,0.03993,0.01600,0.00000,0.00000,0.05694,0.01524,0.00000,0.00000,0.00000,0.00000,0.11111,0.02569,0.11439,0.02652,0.00850,0.00203,0.03323,0.00771,-0.04423,0.01073,0.11111,0.02569
object_state_change_attribution,0.24000,2,576,0.00000,0.00000,0.03819,0.01567,0.02604,0.01302,0.00000,0.00000,0.05165,0.01444,0.00000,0.00000,0.00000,0.00000,0.10243,0.02478,0.10800,0.02625,0.00821,0.00206,0.03117,0.00757,-0.04086,0.01038,0.10243,0.02478
object_state_change_attribution,0.24000,3,576,0.00000,0.00000,0.05035,0.01787,0.02951,0.01383,0.00000,0.00000,0.05694,0.01524,0.00000,0.00000,0.00000,0.00000,0.11111,0.02569,0.11603,0.02691,0.00879,0.00210,0.03382,0.00785,-0.04452,0.01080,0.11111,0.02569
object_state_change_attribution,0.24000,4,576,0.00000,0.00000,0.04688,0.01728,0.05729,0.01900,0.00000,0.00000,0.06285,0.01601,0.00000,0.00000,0.00000,0.00000,0.12153,0.02671,0.12764,0.02815,0.00982,0.00222,0.03712,0.00820,-0.04906,0.01132,0.12153,0.02671
object_state_change_attribution,0.24000,5,576,0.00000,0.00000,0.05208,0.01816,0.03819,0.01567,0.00000,0.00000,0.05373,0.01556,0.00000,0.00000,0.00000,0.00000,0.09549,0.02402,0.09984,0.02496,0.00726,0.00187,0.02895,0.00724,-0.04029,0.01059,0.09722,0.02422
object_state_change_attribution,0.24000,6,576,0.00000,0.00000,0.04167,0.01633,0.04514,0.01697,0.00000,0.00000,0.05512,0.01514,0.00000,0.00000,0.00000,0.00000,0.10590,0.02515,0.10862,0.02586,0.00800,0.00195,0.03226,0.00769,-0.04244,0.01059,0.10590,0.02515
object_state_change_attribution,0.24000,7,576,0.00000,0.00000,0.04340,0.01666,0.04340,0.01666,0.00000,0.00000,0.06102,0.01592,0.00000,0.00000,0.00000,0.00000,0.11632,0.02621,0.11977,0.02708,0.00909,0.00211,0.03502,0.00793,-0.04692,0.01109,0.11632,0.02621
object_state_change_attribution,0.24000,8,576,0.00000,0.00000,0.04861,0.01758,0.05382,0.01845,0.00000,0.00000,0.06623,0.01685,0.00000,0.00000,0.00000,0.00000,0.12153,0.02671,0.12559,0.02768,0.00928,0.00210,0.03666,0.00810,-0.05011,0.01157,0.12153,0.02671
